Store ID,Uptime Last Hour,Uptime Last Day,Uptime Last Week,Downtime Last Hour,Downtime Last Day,Downtime Last Week
8419537941919820732,1079,24.05,153.3,0,0.0,0.0
54515546588432327,684,17.45,147.23333333333332,0,0.0,0.0
8377465688456570187,1040,23.5,153.05,0,0.0,0.0
5955337179846162144,861,20.533333333333335,149.98333333333332,0,0.0,0.0
1169347689335808384,954,21.866666666666667,151.45,0,0.0,0.0
3739729523266121270,1016,23.05,152.13333333333333,0,0.0,0.0
4430370444829587327,1196,26.0,155.73333333333332,0,0.0,0.0
1912555533282230523,538,14.916666666666666,143.33333333333334,0,0.0,0.0
5489547402882838709,1018,23.0,152.58333333333334,0,0.0,0.0
759601765366096871,1076,24.0,153.3,0,0.0,0.0
5627904252074297008,1018,23.0,151.85,0,0.0,0.0
2651685499613063745,1195,26.016666666666666,155.25,0,0.0,0.0
5043046815492880667,1015,23.066666666666666,152.18333333333334,0,0.0,0.0
2367299134091594697,0,0.0,52.63333333333333,1014,23.05,99.68333333333334
6613902849003357359,1015,23.05,152.31666666666666,0,0.0,0.0
1396650693591399695,1015,23.05,152.21666666666667,0,0.0,0.0
837699569013981799,1014,23.066666666666666,119.15,0,0.0,33.166666666666664
2057963137235512954,1077,24.05,153.26666666666668,0,0.0,0.0
6108568838704593560,1017,23.05,152.31666666666666,0,0.0,0.0
7815590034868021689,1077,23.016666666666666,147.25,0,1.0166666666666666,6.033333333333333
7493928216510270665,1077,24.05,153.3,0,0.0,0.0
7961038966240415760,958,21.966666666666665,151.73333333333332,0,0.0,0.0
605803287923472894,1194,25.95,155.38333333333333,0,0.0,0.0
5278384915350904550,536,14.95,144.41666666666666,0,0.0,0.0
8494749731668571682,920,21.433333333333334,151.16666666666666,0,0.0,0.0
4858828967449392712,838,19.933333333333334,149.8,0,0.0,0.0
7555752115160416405,805,19.45,149.21666666666667,0,0.0,0.0
8625022238145771938,1014,22.983333333333334,152.16666666666666,0,0.0,0.0
4159147177864939740,891,20.983333333333334,150.76666666666668,0,0.0,0.0
8157355919956132858,1015,22.95,151.7,0,0.0,0.0
3595154674145356045,1017,22.916666666666668,152.66666666666666,0,0.0,0.0
5693932324957995427,1077,23.95,153.1,0,0.0,0.0
8631502755712457479,777,19.016666666666666,148.08333333333334,0,0.0,0.0
7369215549436595643,769,19.0,148.68333333333334,0,0.0,0.0
5733393565264082443,1018,22.983333333333334,152.61666666666667,0,0.0,0.0
4681743429609749121,919,21.516666666666666,151.26666666666668,0,0.0,0.0
2567728765809290933,1015,22.933333333333334,152.21666666666667,0,0.0,0.0
284239040495575980,1197,26.033333333333335,155.63333333333333,0,0.0,0.0
6656463669299127947,1076,23.033333333333335,149.35,0,1.0,3.966666666666667
9184109988854973601,1197,25.966666666666665,154.81666666666666,0,0.0,0.0
6031574077635056029,1015,23.033333333333335,152.38333333333333,0,0.0,0.0
9111813718630350474,1075,24.0,153.26666666666668,0,0.0,0.0
8750493480383302874,1136,24.983333333333334,119.83333333333333,0,0.0,34.083333333333336
3048405945625600463,1014,23.05,152.28333333333333,0,0.0,0.0
3983786718839842887,1079,24.033333333333335,153.23333333333332,0,0.0,0.0
5047154360023757128,1079,24.033333333333335,153.35,0,0.0,0.0
7933946190613920010,1102,24.383333333333333,154.25,0,0.0,0.0
379226339704530410,1015,22.866666666666667,152.8,0,0.0,0.0
1253356761818562621,929,21.5,151.05,0,0.0,0.0
4755926456158904833,1018,22.833333333333332,151.75,0,0.0,0.0
8803894796084290585,935,21.683333333333334,151.33333333333334,0,0.0,0.0
6836033035108373086,1078,24.05,107.7,0,0.0,46.05
2639750514662973687,1041,23.5,153.16666666666666,0,0.0,0.0
1040732551176103056,896,20.966666666666665,150.4,0,0.0,0.0
8304911926566338483,1015,22.983333333333334,152.26666666666668,0,0.0,0.0
3361278033591045661,1077,23.9,153.78333333333333,0,0.0,0.0
2601623541509400542,838,19.966666666666665,149.55,0,0.0,0.0
8207758013351082541,952,21.933333333333334,151.7,0,0.0,0.0
4249300502744464539,1015,23.016666666666666,152.3,0,0.0,0.0
881974164067848799,772,18.85,148.7,0,0.0,0.0
4031771205466256346,1196,26.016666666666666,155.11666666666667,0,0.0,0.0
8117247589549708019,1193,25.933333333333334,154.73333333333332,0,0.0,0.0
5223121655148958959,1010,23.0,152.05,0,0.0,0.0
5281145666427062582,1012,22.9,152.63333333333333,0,0.0,0.0
7103249743888768279,807,19.483333333333334,147.48333333333332,0,0.0,1.15
6937872202603482963,937,21.733333333333334,150.81666666666666,0,0.0,0.0
4359897525988670130,1076,23.883333333333333,153.01666666666668,0,0.0,0.0
8668949117244880140,801,19.416666666666668,149.21666666666667,0,0.0,0.0
329697652999698776,800,19.35,148.53333333333333,0,0.0,0.0
2873839205725435068,839,19.933333333333334,149.5,0,0.0,0.0
1634983772484395625,1075,22.066666666666666,151.26666666666668,0,1.9833333333333334,1.9833333333333334
8754037299794781932,1075,23.966666666666665,151.91666666666666,0,0.0,0.9833333333333333
8478659457975884995,1019,23.016666666666666,152.0,0,0.0,0.0
3173528025538718452,1016,22.966666666666665,151.85,0,0.0,0.0
1172776965412058288,1075,24.05,153.25,0,0.0,0.0
8050904836920798206,0,0.0,51.083333333333336,1195,25.983333333333334,103.8
3485383537492459194,1107,24.5,154.15,0,0.0,0.0
7791569942019889767,1018,22.866666666666667,152.78333333333333,0,0.0,0.0
7647796266115725856,868,20.433333333333334,150.18333333333334,0,0.0,0.0
7372385631979013974,1016,23.033333333333335,152.58333333333334,0,0.0,0.0
1886094822273762805,1072,24.016666666666666,153.65,0,0.0,0.0
1921227243936268124,806,19.5,148.58333333333334,0,0.0,0.0
2670800031826856367,1009,22.866666666666667,152.55,0,0.0,0.0
